z,theta_mean_ratio
-6.0,0.9966190470838504
-5.900000000000002,1.0128313882858049
-5.800000000000002,1.0059326837818579
-5.699999999999998,0.9930333855032002
-5.599999999999998,1.0063136775981745
-5.5,0.9932421637485246
-5.400000000000002,1.0054583490348037
-5.300000000000002,1.0020010247432447
-5.199999999999998,1.002729093816603
-5.099999999999999,0.992665374107708
-5.0,1.00262289258276
-4.900000000000001,1.0124464313593993
-4.800000000000001,0.9912018349036344
-4.7,0.9909302207495159
-4.599999999999999,0.9919724327009163
-4.5,1.002711589526438
-4.400000000000001,1.0050972899031936
-4.299999999999999,0.9976078149333547
-4.200000000000001,0.999325543382202
-4.099999999999999,1.0097450614620245
-4.0,0.9920934116595458
-3.900000000000001,0.9909981067359619
-3.799999999999999,0.9925987491179303
-3.700000000000001,0.9861119251208921
-3.599999999999999,0.9946004360176577
-3.5,0.9847567457903058
-3.400000000000001,0.9952130677644245
-3.299999999999999,0.9967134719246559
-3.200000000000001,0.9848999768449306
-3.099999999999999,0.9858419200276559
-3.0,0.9784583501228236
-2.900000000000001,0.9707237601618146
-2.799999999999999,0.9529924876672605
-2.700000000000001,0.9494266142056416
-2.599999999999999,0.9515799682915352
-2.5,0.9467067141404142
-2.4000000000000004,0.9412331969612299
-2.2999999999999994,0.9454973886110607
-2.2000000000000006,0.9489713592272114
-2.1000000000000005,0.9219471846665565
-2.0,0.9397766741323905
-1.8999999999999997,0.9350552092931591
-1.7999999999999996,0.9210045789238178
-1.7000000000000004,0.9352557407115177
-1.6000000000000003,0.9247691915453231
-1.5,0.9125456234966342
-1.3999999999999997,0.9370503378156273
-1.2999999999999996,0.9200765188743946
-1.2000000000000002,0.9145733149314212
-1.1000000000000003,0.9123447684360038
-1.0,0.9212643098246408
-0.8999999999999998,0.9068864839220866
-0.8000000000000003,0.9094873896432258
-0.6999999999999997,0.9241420232677221
-0.6000000000000001,0.9010848002728693
-0.5,0.9098456397891503
-0.4000000000000001,0.8989598872255644
-0.3,0.8900379215573765
-0.2,0.9169669629248186
-0.1,0.8884737441459595
0.0,0.9035861333737724
0.1,0.9140286546569057
0.2,0.9081437088557995
0.3,0.8756414830386497
0.4000000000000001,0.8922437121784343
0.5,0.8914088770310074
0.6000000000000001,0.8814389593043201
0.6999999999999997,0.889359867791123
0.8000000000000003,0.8876411195555668
0.8999999999999998,0.8749916382655076
1.0,0.8867843376494638
1.1000000000000003,0.8843677444871357
1.2000000000000002,0.8854822971054657
1.2999999999999996,0.8928843788711978
1.3999999999999997,0.8863638042330024
1.5,0.8831604340932491
1.6000000000000003,0.8826992191662114
1.7000000000000004,0.8966787881722441
1.7999999999999996,0.895629743057205
1.8999999999999997,0.9017396554382555
2.0,0.895153521397389
2.1000000000000005,0.8847263426972756
2.2000000000000006,0.9022035419557876
2.2999999999999994,0.8690958473167728
2.4000000000000004,0.902096311784761
2.5,0.9062092118040844
2.599999999999999,0.8869109651223996
2.700000000000001,0.8941950051579021
2.799999999999999,0.9020459881048513
2.900000000000001,0.9071497260640201
