z,r_v_mean_uv_ratio
-6.0,1.0059621838326216
-5.900000000000002,1.0301420092925497
-5.800000000000002,1.033796633133926
-5.699999999999998,0.9968271436612369
-5.599999999999998,0.9959938281752397
-5.5,1.0255597204046132
-5.400000000000002,0.9906536141985015
-5.300000000000002,1.0072735223561728
-5.199999999999998,1.0131709118429604
-5.099999999999999,0.9810984952787647
-5.0,0.9938667254247694
-4.900000000000001,1.0052294085363578
-4.800000000000001,0.9872309187962091
-4.7,0.9531658753527186
-4.599999999999999,0.9800290097133593
-4.5,0.9937126980017983
-4.400000000000001,0.9557175831543389
-4.299999999999999,0.9531931972558974
-4.200000000000001,0.9837425010570463
-4.099999999999999,0.9807117828981855
-4.0,0.9282798553638839
-3.900000000000001,0.947788384185514
-3.799999999999999,0.9356569231380746
-3.700000000000001,0.9655011171890328
-3.599999999999999,0.9632975982444822
-3.5,0.958253627146458
-3.400000000000001,0.9246205590509038
-3.299999999999999,0.929785250184547
-3.200000000000001,0.9375236599965219
-3.099999999999999,0.9411263917222638
-3.0,0.9037178027858966
-2.900000000000001,0.868127600131484
-2.799999999999999,0.8226814119323013
-2.700000000000001,0.8401509533173983
-2.599999999999999,0.8121871929814334
-2.5,0.8081826954167383
-2.4000000000000004,0.7854045805344764
-2.2999999999999994,0.7841144450793384
-2.2000000000000006,0.75191344323924
-2.1000000000000005,0.752756601170792
-2.0,0.7340772898118411
-1.8999999999999997,0.7377222173863375
-1.7999999999999996,0.7402088183283723
-1.7000000000000004,0.7334423620161542
-1.6000000000000003,0.7218042775055901
-1.5,0.7169973817486612
-1.3999999999999997,0.6755995564337861
-1.2999999999999996,0.6939526692964687
-1.2000000000000002,0.6611980937389635
-1.1000000000000003,0.6742513074402415
-1.0,0.6514537128146866
-0.8999999999999998,0.6520904498451597
-0.8000000000000003,0.6361617302031761
-0.6999999999999997,0.622315163206286
-0.6000000000000001,0.6282146094130019
-0.5,0.6298534132831846
-0.4000000000000001,0.6473514357161185
-0.3,0.62918924406665
-0.2,0.618385971419118
-0.1,0.591194138194196
0.0,0.5978384768315094
0.1,0.5912136076823543
0.2,0.5784414731255832
0.3,0.5832909391480247
0.4000000000000001,0.5641931197766501
0.5,0.5488253659378498
0.6000000000000001,0.5549486881371017
0.6999999999999997,0.5244267947189261
0.8000000000000003,0.5327887973486161
0.8999999999999998,0.5308359698224283
1.0,0.5430033270937481
1.1000000000000003,0.5313964586405844
1.2000000000000002,0.5512279611358089
1.2999999999999996,0.5520896743160062
1.3999999999999997,0.531850099939389
1.5,0.5315809597021857
1.6000000000000003,0.5349920123991422
1.7000000000000004,0.5469882025923719
1.7999999999999996,0.5651969855889618
1.8999999999999997,0.5307336306502242
2.0,0.5417800064406133
2.1000000000000005,0.5587761010949588
2.2000000000000006,0.5463240910803573
2.2999999999999994,0.5248196990214938
2.4000000000000004,0.5575774724752462
2.5,0.5519856951638598
2.599999999999999,0.5795023484759041
2.700000000000001,0.5703054596130103
2.799999999999999,0.5489083959031439
2.900000000000001,0.5670416987468446
